"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-09-09","97.2","1.71","6.39","Rodón, Carlos",663845,607074,"strikeout","foul_tip",,,,,4,"Alfonso Rivas strikes out on a foul tip.","R","L","L","CHC","SF","S",2,,3,2,2022,"0.57","1.48","-0.31","2.56",,,543228,2,4,"Bot",,,,,642851,,,-6.754341946163346,-141.26911106129126,-8.194730219533358,9.093350614314794,29.463669671028565,-10.688820963831088,"3.21","1.48",,,,"97.8",2467,"6.5",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"53.99",,,"0",1,0,0,,30,6,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",152,"-0.015","-0.256"
"FF","2022-09-09","97.7","1.74","6.42","Rodón, Carlos",663845,607074,,"swinging_strike",,,,,2,"Alfonso Rivas strikes out on a foul tip.","R","L","L","CHC","SF","S",,,0,1,2022,"0.41","1.39","0.15","3.23",,,543228,2,4,"Bot",,,,,642851,,,-5.236094550418353,-142.1719890428139,-6.350339850668037,6.703229774751879,29.90258718916036,-12.051782337898258,"3.21","1.48",,,,"98.4",2427,"6.5",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"53.98",,,,,,,,30,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",156,"0","-0.048"
"FF","2022-09-09","96.5","1.96","6.34","Rodón, Carlos",663845,607074,,"swinging_strike",,,,,12,"Alfonso Rivas strikes out on a foul tip.","R","L","L","CHC","SF","S",,,0,0,2022,"0.67","1.51","0.15","3.36",,,543228,2,4,"Bot",,,,,642851,,,-6.363897781899427,-140.39668447438297,-5.820608329993927,10.299630243228451,31.34323225028147,-11.055715578029483,"3.21","1.48",,,,"96.8",2437,"6.4",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.06",,,,,,,,30,1,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",161,"0","-0.035"
"FF","2022-09-09","96.1","1.82","6.46","Rodón, Carlos",543228,607074,,"swinging_strike",,,,,3,"Yan Gomes walks.","R","R","L","CHC","SF","S",,,3,1,2022,"0.82","1.35","0.82","3.06",,,,2,4,"Bot",,,,,642851,,,-4.539540228397099,-139.7550899060508,-6.460782073323885,11.809129354200167,32.52651526946421,-13.25831190461319,"3.09","1.42",,,,"96.2",2382,"6.4",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.07",,,,,,,,29,5,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",149,"0","-0.036"
"FF","2022-09-09","96.5","1.84","6.44","Rodón, Carlos",673548,607074,,"swinging_strike",,,,,12,"Seiya Suzuki singles on a line drive to left fielder Austin Dean.","R","R","L","CHC","SF","S",,,2,0,2022,"0.53","1.47","0.53","3.49",,,,2,3,"Bot",,,,,642851,,,-4.7176015440019805,-140.44393312840091,-5.6491197491567124,8.058439411776794,30.251003032864187,-11.62753163661974,"3.04","1.38",,,,"96.8",2424,"6.3",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.17",,,,,,,,22,3,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",150,"0","-0.023"
"FF","2022-09-09","97.2","1.9","6.44","Rodón, Carlos",666624,607074,"strikeout","foul_tip",,,,,3,"Christopher Morel strikes out on a foul tip.","R","R","L","CHC","SF","S",2,,0,2,2022,"0.5","1.25","0.3","3.06",,,,0,3,"Bot",,,,,642851,,,-5.441628433556097,-141.49780223639658,-6.4699043774687786,7.8558041155246805,28.84239214256811,-14.096342407002727,"3.43","1.56",,,,"97.8",2466,"6.4",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.13",,,"0",1,0,0,,20,3,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",152,"-0.015","-0.141"
"FF","2022-09-09","95","1.91","6.46","Rodón, Carlos",666624,607074,,"swinging_strike",,,,,3,"Christopher Morel strikes out on a foul tip.","R","R","L","CHC","SF","S",,,0,1,2022,"0.49","1.37","0.37","3.48",,,,0,3,"Bot",,,,,642851,,,-5.130616887448764,-138.27853563467832,-5.231929242804755,7.3548979612007725,29.95062199626936,-13.624537363602883,"3.43","1.56",,,,"95.3",2326,"6.4",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.13",,,,,,,,20,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",148,"0","-0.046"
"FF","2022-09-09","95.7","2.05","6.38","Rodón, Carlos",641684,607074,"strikeout","swinging_strike",,,,,12,"Michael Hermosillo strikes out swinging.","R","R","L","CHC","SF","S",2,,1,2,2022,"0.6","1.39","0.67","3.59",,,,1,2,"Bot",,,,,642851,,,-5.0096442822386935,-139.26753711391515,-4.949643452121453,8.897815984058962,28.84310368132687,-13.134527944826129,"3.17","1.42",,,,"96.3",2393,"6.5",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.03",,,"0",1,0,0,,15,4,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",151,"-0.011","-0.112"
"FF","2022-09-09","94.9","1.98","6.36","Rodón, Carlos",641684,607074,,"swinging_strike",,,,,2,"Michael Hermosillo strikes out swinging.","R","R","L","CHC","SF","S",,,0,1,2022,"0.66","1.42","0.13","2.83",,,,1,2,"Bot",,,,,642851,,,-6.333795193859877,-138.01976033258765,-6.791500542260366,9.748332116969783,29.175484273339343,-12.748441869255428,"3.17","1.42",,,,"95.3",2277,"6.5",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.05",,,,,,,,15,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",158,"0","-0.031"
"FF","2022-09-09","94.3","1.87","6.43","Rodón, Carlos",641684,607074,,"swinging_strike",,,,,12,"Michael Hermosillo strikes out swinging.","R","R","L","CHC","SF","S",,,0,0,2022,"0.66","1.49","0.12","3.39",,,,1,2,"Bot",,,,,642851,,,-6.029605630324619,-137.19433041453485,-5.557549079540538,9.68288072077579,29.18757503560971,-12.275745117953214,"3.17","1.42",,,,"94.4",2378,"6.3",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.22",,,,,,,,15,1,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",161,"0","-0.024"
"FF","2022-09-09","94.3","1.84","6.45","Rodón, Carlos",663538,607074,,"swinging_strike",,,,,12,"Nico Hoerner singles on a ground ball to right fielder Mike Yastrzemski.","R","R","L","CHC","SF","S",,,1,0,2022,"0.76","1.52","0.92","2.7",,,,0,2,"Bot",,,,,642851,,,-4.0743997779673835,-137.12998028842486,-7.43532249858348,10.513852735239055,28.741024870095522,-11.549920853325323,"3.2","1.52",,,,"94.4",2443,"6.3",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.21",,,,,,,,12,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",150,"0","-0.043"
"FF","2022-09-09","96.2","2.01","6.38","Rodón, Carlos",614177,607074,"strikeout","swinging_strike",,,,,12,"Franmil Reyes strikes out swinging.","R","R","L","CHC","SF","S",2,,2,2,2022,"0.92","1.36","1.07","3.36",,,,2,1,"Bot",,,,,642851,,,-4.561230870469771,-140.02241206201967,-5.490460871452459,13.121724242019061,32.318694288286224,-13.196862861479305,"3.68","1.71",,,,"96",2410,"6.2",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.3",,,"0",1,0,0,,6,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",151,"-0.01","-0.083"
"FF","2022-09-09","95.6","2.03","6.41","Rodón, Carlos",614177,607074,,"swinging_strike",,,,,12,"Franmil Reyes strikes out swinging.","R","R","L","CHC","SF","S",,,1,1,2022,"0.82","1.34","0.4","4.21",,,,2,1,"Bot",,,,,642851,,,-6.130473761764728,-139.08477377235184,-3.175722684046662,12.057598039611703,30.95129710488492,-14.246917902941028,"3.68","1.71",,,,"95.4",2438,"6.1",663217,607074,642851,681584,527038,446334,642731,621573,621446,573262,"54.36",,,,,,,,6,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",148,"0","-0.023"
"FF","2022-09-04","98","1.81","6.55","Rodón, Carlos",681082,607074,"strikeout","swinging_strike",,,,,11,"Bryson Stott strikes out swinging.","R","L","L","SF","PHI","S",2,,2,2,2022,"0.59","1.77","-0.22","3.36",656555,664761,592663,2,6,"Top",,,,,642851,,,-6.836215796560367,-142.46522681429963,-7.235868484537276,9.531573666096072,30.524005715766926,-6.5436271042500165,"3.13","1.46",,,,"98.1",2587,"6.2",662030,607074,642851,664774,527038,681584,642731,670768,669369,573262,"54.26",,,"0",1,0,0,,47,8,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard",152,"0.08","-0.649"
"FF","2022-09-04","98.9","1.89","6.52","Rodón, Carlos",681082,607074,,"swinging_strike",,,,,2,"Bryson Stott strikes out swinging.","R","L","L","SF","PHI","S",,,1,1,2022,"0.48","1.51","0.09","2.94",656555,664761,592663,2,6,"Top",,,,,642851,,,-6.051204039681805,-143.79110553717695,-7.930698006801828,8.024863955872144,30.562030528282467,-9.550581974945354,"3.13","1.46",,,,"99.6",2388,"6.5",662030,607074,642851,664774,527038,681584,642731,670768,669369,573262,"53.98",,,,,,,,47,3,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard",156,"0","-0.179"
"FF","2022-09-04","97.6","1.78","6.59","Rodón, Carlos",547180,607074,"strikeout","foul_tip",,,,,11,"Bryce Harper strikes out on a foul tip.","R","L","L","SF","PHI","S",2,,2,2,2022,"0.29","1.4","-0.38","3.67",656555,,664761,0,6,"Top",,,,,642851,,,-6.479854458314555,-142.0538941316926,-5.623135722654736,5.270222750353122,29.56311958051328,-12.054509081223834,"3.14","1.54",,,,"98.1",2269,"6.3",662030,607074,642851,664774,527038,681584,642731,670768,669369,573262,"54.16",,,"0",1,0,0,,44,6,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard",146,"0.073","-0.475"
"FF","2022-09-04","96.3","1.82","6.59","Rodón, Carlos",656941,607074,,"swinging_strike",,,,,12,"Kyle Schwarber grounds out, third baseman David Villar to first baseman LaMonte Wade Jr.","R","L","L","SF","PHI","S",,,1,0,2022,"0.55","1.42","0.24","3.53",,,665155,2,5,"Top",,,,,642851,,,-5.440017095473119,-140.1353587011935,-5.792720302239249,8.458370115202186,28.550521340103796,-12.362911667801603,"3.38","1.58",,,,"96.4",2359,"6.1",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.39",,,,,,,,36,2,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Infield shift","Standard",152,"0","-0.041"
"FF","2022-09-04","97.2","1.85","6.56","Rodón, Carlos",592663,607074,"strikeout","swinging_strike",,,,,6,"J.T. Realmuto strikes out swinging.","R","R","L","SF","PHI","S",2,,2,2,2022,"0.78","1.41","0.59","2.61",,,664761,1,4,"Top",,,,,642851,,,-5.142247371618803,-141.32431447187926,-8.3161073116014,11.581458409970073,29.418048063334197,-11.559712642502776,"3.6","1.68",,,,"97.4",2404,"6.2",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.26",,,"0",1,0,0,,24,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",152,"0.034","-0.266"
"FF","2022-09-04","95.6","2.01","6.56","Rodón, Carlos",592663,607074,,"foul_tip",,,,,3,"J.T. Realmuto strikes out swinging.","R","R","L","SF","PHI","S",,,0,0,2022,"0.55","1.52","0.74","3.13",,,664761,1,4,"Top",,,,,642851,,,-4.552464695343248,-139.02774261320792,-6.82335850202174,8.089248136293293,29.967225411920655,-11.155709038579314,"3.6","1.68",,,,"95.2",2365,"6",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.5",,,,,,,,24,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",148,"0","-0.048"
"FF","2022-09-04","96.7","1.95","6.59","Rodón, Carlos",547180,607074,,"foul_tip",,,,,12,"Bryce Harper called out on strikes.","R","L","L","SF","PHI","S",,,1,1,2022,"0.78","1.53","0.31","3.59",,,664761,0,4,"Top",,,,,642851,,,-6.127459815923565,-140.60698348497965,-5.897374249445468,11.674169327254203,31.23520984346878,-10.738242163277453,"3.14","1.54",,,,"96.4",2542,"6.1",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.4",,,,,,,,23,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",154,"0","-0.088"
"FF","2022-09-04","96.3","2.04","6.64","Rodón, Carlos",592663,607074,"strikeout","swinging_strike",,,,,12,"J.T. Realmuto strikes out swinging.","R","R","L","SF","PHI","S",2,,2,2,2022,"0.37","1.59","0.35","4.36",,,,1,2,"Top",,,,,642851,,,-5.304922236654041,-140.14146250651348,-4.062753072729533,6.085533452595132,32.877910809556376,-10.483416097467744,"3.6","1.68",,,,"95.9",2328,"6.1",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.36",,,"0",1,0,0,,9,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",153,"0.017","-0.134"
"FF","2022-09-04","95.8","1.93","6.67","Rodón, Carlos",547180,607074,,"swinging_strike",,,,,2,"Bryce Harper grounds out, shortstop Thairo Estrada to first baseman LaMonte Wade Jr.","R","L","L","SF","PHI","S",,,2,1,2022,"0.64","1.52","-0.17","3.13",,,,0,2,"Top",,,,,642851,,,-6.946961929127046,-139.2006593041302,-7.058434302362444,9.922964145900787,32.90233492610594,-11.064375271060367,"3.14","1.54",,,,"94.9",2301,"6",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.54",,,,,,,,8,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",147,"0","-0.066"
"FF","2022-09-04","95.7","2.2","6.55","Rodón, Carlos",547180,607074,,"foul_tip",,,,,3,"Bryce Harper grounds out, shortstop Thairo Estrada to first baseman LaMonte Wade Jr.","R","L","L","SF","PHI","S",,,2,0,2022,"0.72","1.42","0.47","2.93",,,,0,2,"Top",,,,,642851,,,-6.185335403674542,-139.01856304806174,-7.041502481217423,10.827472799258608,33.54577331732245,-12.386476373007898,"3.14","1.54",,,,"94.9",2349,"6.1",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.44",,,,,,,,8,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",155,"0","-0.056"
"FF","2022-09-04","95.6","2.12","6.67","Rodón, Carlos",656941,607074,"strikeout","swinging_strike",,,,,12,"Kyle Schwarber strikes out swinging.","R","L","L","SF","PHI","S",2,,0,2,2022,"0.16","1.48","0.35","4.04",,,,0,1,"Top",,,,,642851,,,-4.998049304839405,-139.06888002982703,-4.616638245588529,3.2146406770790676,31.396785931775355,-12.107959799199913,"3.38","1.58",,,,"95.1",2227,"6",662030,607074,642851,664774,527038,681584,642731,670768,621446,669369,"54.45",,,"0",1,0,0,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",144,"0.022","-0.141"
"FF","2022-08-29","93.2","2.16","6.41","Rodón, Carlos",673490,607074,,"swinging_strike",,,,,2,"Ha-Seong Kim flies out to shortstop Brandon Crawford.","R","R","L","SF","SD","S",,,1,1,2022,"0.69","1.59","0.1","2.88",,,543592,1,4,"Top",,,,,663698,,,-6.7939953496219205,-135.55145187633332,-6.838938056372627,9.938104528892337,28.182128214878308,-11.22460271394071,"3.46","1.55",,,,"93.5",2103,"6.4",662001,607074,663698,664774,642731,527038,543063,592626,573262,670768,"54.12",,,,,,,,29,3,"4-Seam Fastball",0,5,5,0,5,0,5,0,"Standard","Standard",149,"0","-0.07"
"FF","2022-08-29","97.5","2.09","6.47","Rodón, Carlos",592273,607074,,"swinging_strike",,,,,1,"Brandon Drury flies out to right fielder Luis Gonzalez.","R","R","L","SF","SD","S",,,1,1,2022,"0.59","1.51","-0.6","3.12",,,605137,2,3,"Top",,,,,663698,,,-8.585640222246052,-141.6797809744073,-6.9612308021667415,9.876189721396969,30.533931861698036,-10.393961553509284,"3.58","1.72",,,,"97.5",2442,"6.3",662001,607074,663698,664774,642731,527038,543063,592626,573262,670768,"54.24",,,,,,,,21,3,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",151,"0","-0.051"
"FF","2022-08-29","96.1","1.97","6.57","Rodón, Carlos",592273,607074,,"swinging_strike",,,,,6,"Brandon Drury flies out to right fielder Luis Gonzalez.","R","R","L","SF","SD","S",,,1,0,2022,"0.56","1.6","0.51","2.84",,,605137,2,3,"Top",,,,,663698,,,-5.129508972281578,-139.69914681474594,-7.890328723943399,8.475241855698407,31.14470683464558,-9.593473819735028,"3.58","1.72",,,,"95.8",2461,"6.1",662001,607074,663698,664774,642731,527038,543063,592626,573262,670768,"54.37",,,,,,,,21,2,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",154,"0","-0.041"
"FF","2022-08-29","95.7","2.05","6.61","Rodón, Carlos",630105,607074,,"foul_tip",,,,,11,"Jake Cronenworth flies out to center fielder Mike Yastrzemski.","R","L","L","SF","SD","S",,,1,1,2022,"0.48","1.63","-0.05","3.91",,,595777,0,2,"Top",,,,,663698,,,-6.590378499838769,-139.1061868868703,-5.146708946102486,7.780848805728536,31.706166320458816,-10.001837931566337,"3.32","1.58",,,,"95.2",2410,"6.1",662001,607074,663698,664774,642731,527038,543063,592626,573262,670768,"54.42",,,,,,,,11,3,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",153,"0","-0.088"
"FF","2022-08-29","94.3","2.34","6.48","Rodón, Carlos",592518,607074,,"swinging_strike",,,,,3,"Manny Machado flies out to center fielder Mike Yastrzemski.","R","R","L","SF","SD","S",,,0,1,2022,"0.66","1.19","0.28","3.15",,,665742,1,1,"Top",,,,,663698,,,-6.786355353168515,-137.06731909804688,-5.526571134924805,9.875588431770984,33.241526007196285,-16.14074744719372,"3.7","1.68",,,,"93.5",2380,"6.1",662001,607074,663698,664774,642731,527038,543063,592626,573262,670768,"54.37",,,,,,,,3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",147,"0","-0.068"
"FF","2022-08-23","96.1","2.27","6.25","Rodón, Carlos",605612,607074,"strikeout","swinging_strike",,,,,12,"Harold Castro strikes out swinging.","R","L","L","DET","SF","S",2,,1,2,2022,"0.84","1.45","0.02","4.18",,,,2,7,"Bot",,,,,642851,,,-7.842880779123616,-139.81120987287062,-3.18036524311259,12.81364498599165,30.77130523102524,-12.636365467948908,"3.43","1.61",,,,"96",2490,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,596103,573262,"54.34",,,"0",1,0,0,,52,5,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",146,"-0.015","-0.07"
"FF","2022-08-23","95","2.01","6.33","Rodón, Carlos",408234,607074,,"foul_tip",,,,,3,"Miguel Cabrera grounds into a double play, shortstop Brandon Crawford to second baseman Thairo Estrada to first baseman Wilmer Flores.   Eric Haase out at 2nd.    Miguel Cabrera out at 1st.","R","R","L","DET","SF","S",,,1,1,2022,"0.6","1.43","0.61","3.5",,,606992,0,7,"Bot",,,,,642851,,,-5.0012451494560795,-138.22539151641533,-4.9160527906934846,8.838548202208262,32.784035902654885,-12.955248291444677,"3.52","1.75",,,,"94.6",2380,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,596103,573262,"54.27",,,,,,,,51,3,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Standard","Standard",149,"0","-0.088"
"FF","2022-08-23","97.1","2","6.27","Rodón, Carlos",622682,607074,,"swinging_strike",,,,,5,"Victor Reyes strikes out swinging.","R","R","L","DET","SF","S",,,1,1,2022,"0.58","1.63","-0.2","2.6",,,682985,2,6,"Bot",,,,,642851,,,-7.187288594044009,-141.09533138489894,-7.967293541810603,9.474520345333573,33.00718929775072,-8.723915814770143,"3.69","1.77",,,,"96.7",2502,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,596103,573262,"54.3",,,,,,,,44,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",152,"0","-0.051"
"FF","2022-08-23","97.1","2.06","6.29","Rodón, Carlos",622682,607074,,"swinging_strike",,,,,1,"Victor Reyes strikes out swinging.","R","R","L","DET","SF","S",,,0,0,2022,"0.76","1.47","-0.28","3.15",,,682985,2,6,"Bot",,,,,642851,,,-7.971668043292584,-141.1282937913866,-6.195061337307323,11.988171165275366,33.71618860751814,-11.270487256597201,"3.69","1.77",,,,"96.7",2553,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,596103,573262,"54.28",,,,,,,,44,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",143,"0","-0.035"
"FF","2022-08-23","96.9","2.11","6.29","Rodón, Carlos",670097,607074,"strikeout","swinging_strike",,,,,12,"Zack Short strikes out swinging.","R","R","L","DET","SF","S",2,,2,2,2022,"0.71","1.45","0.17","3.34",,,,1,6,"Bot",,,,,642851,,,-6.786478038045696,-140.91877010680508,-5.593550728255308,11.082833675613744,32.87956534241118,-11.835995160847101,"3.14","1.47",,,,"96.5",2441,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,596103,573262,"54.33",,,"0",1,0,0,,42,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",147,"-0.017","-0.134"
"FF","2022-08-23","94.8","2.19","6.3","Rodón, Carlos",670097,607074,,"swinging_strike",,,,,2,"Zack Short strikes out swinging.","R","R","L","DET","SF","S",,,2,1,2022,"0.54","1.44","-0.23","2.76",,,,1,6,"Bot",,,,,642851,,,-7.492496742588986,-137.70694449832436,-6.766485518202074,8.509093738234785,30.784440217643454,-12.553196456796115,"3.14","1.47",,,,"94.5",2328,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,596103,573262,"54.28",,,,,,,,42,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",149,"0","-0.046"
"FF","2022-08-23","94.6","2.1","6.25","Rodón, Carlos",650489,607074,,"swinging_strike",,,,,6,"Willi Castro strikes out on a foul tip.","R","R","L","DET","SF","S",,,0,0,2022,"0.84","1.41","0.48","2.75",,,605612,2,5,"Bot",,,,,642851,,,-6.080097814326232,-137.56244416483503,-6.601794753432641,11.954868948238337,29.607262534516373,-12.925554451592008,"3.44","1.62",,,,"94.4",2358,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.34",,,,,,,,35,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",143,"0","-0.035"
"FF","2022-08-23","96.3","2.18","6.36","Rodón, Carlos",408234,607074,"strikeout","swinging_strike",,,,,12,"Miguel Cabrera strikes out swinging.","R","R","L","DET","SF","S",2,,2,2,2022,"0.69","1.43","1.17","3.46",,,,1,5,"Bot",,,,,642851,,,-4.229114114605534,-140.2718324922921,-5.397325170306565,10.009733691238171,28.779209414120462,-12.280857407718798,"3.52","1.75",,,,"96.4",2475,"6.1",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.42",,,"0",1,0,0,,33,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",149,"-0.024","-0.134"
"FF","2022-08-23","96.1","2.12","6.32","Rodón, Carlos",408234,607074,,"swinging_strike",,,,,2,"Miguel Cabrera strikes out swinging.","R","R","L","DET","SF","S",,,2,1,2022,"0.54","1.44","0.04","3.2",,,,1,5,"Bot",,,,,642851,,,-6.720306369189962,-139.82379751742963,-5.96435424214804,8.598901089738073,29.763650434022853,-12.04444728782453,"3.52","1.75",,,,"96.1",2390,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.32",,,,,,,,33,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",146,"0","-0.046"
"FF","2022-08-23","95.2","2.2","6.32","Rodón, Carlos",606992,607074,,"swinging_strike",,,,,3,"Eric Haase lines out sharply to center fielder Mike Yastrzemski.","R","R","L","DET","SF","S",,,0,1,2022,"0.68","1.66","0.53","3.11",,,,0,5,"Bot",,,,,642851,,,-5.897685679992935,-138.38984966983793,-6.435697979337327,10.054698246566455,32.450604510515575,-9.632012623273646,"3.34","1.59",,,,"94.7",2495,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.34",,,,,,,,32,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",145,"0","-0.046"
"FF","2022-08-23","95.7","2.09","6.33","Rodón, Carlos",622682,607074,"strikeout","swinging_strike",,,,,12,"Victor Reyes strikes out swinging.","R","R","L","DET","SF","S",2,,2,2,2022,"0.56","1.36","0.98","3.25",,,,1,4,"Bot",,,,,642851,,,-4.1645693229205465,-139.33263650125835,-5.6228186907088835,8.13426114394184,28.326825222000654,-13.398411603178122,"3.69","1.77",,,,"95.8",2469,"6.1",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.42",,,"0",1,0,0,,27,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",152,"-0.022","-0.134"
"FF","2022-08-23","94.4","1.97","6.44","Rodón, Carlos",682985,607074,,"foul_tip",,,,,4,"Riley Greene strikes out swinging.","R","L","L","DET","SF","S",,,2,1,2022,"0.41","1.58","-0.61","2.84",,,,0,4,"Bot",,,,,642851,,,-7.590716289020913,-137.1825035023008,-7.154314846508569,6.840881252650387,29.85116768305148,-10.757121774936794,"3.41","1.6",,,,"93.9",2508,"6",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.47",,,,,,,,26,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",152,"0","-0.066"
"FF","2022-08-23","94.7","2.29","6.24","Rodón, Carlos",670097,607074,"strikeout","swinging_strike",,,,,5,"Zack Short strikes out swinging.","R","R","L","DET","SF","S",2,,0,2,2022,"0.39","1.49","0.1","2.44",,,,2,3,"Bot",,,,,642851,,,-6.575866441843394,-137.64923467776677,-7.597671089118507,6.372915206477904,27.83887103172112,-11.71450524249669,"3.14","1.47",,,,"94.8",2349,"6.2",662914,607074,642851,527038,642731,446334,543063,592626,573262,664774,"54.31",,,"0",1,0,0,,20,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",148,"-0.013","-0.059"
