"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
28,659262,"Espinoza, Anderson",375,7.5,0,0,,0,0,0,,0,8,,,1886,93.9,80.4,28,28,0,-13.5,6.15,106,150,121,155,296,319,291
28,543238,"Gose, Anthony",389,7.2,0,0,,0,0,0,,0,5,,,2271,97.5,93.54,28,28,0,-4,6.05,111,151,117,147,292,314,287
28,656420,"Feyereisen, J.P.",344,8.1,0,0,,0,0,0,,0,10,,,2388,92.5,91.37,28,28,0,-1.0999999999999943,5.84,108,173,116,151,308,328,301
27,657612,"Hill, Tim",745,3.6,0,0,,0,0,0,,0,13,,,2217,91.9,92.35,27,27,0,0.5,6.85,120,155,120,152,294,316,296
27,670912,"Oviedo, Johan",980,2.8,0,0,,0,0,0,,0,6,,,2278,96.5,97.93,27,27,0,1.4000000000000057,7.1,111,156,115,149,302,323,295
27,570663,"Robles, Hansel",422,6.4,0,0,,0,0,0,,0,9,,,2324,96.3,96.11,27,27,0,-0.20000000000000284,6.25,115,159,120,152,294,329,296
27,666129,"Garrett, Braxton",1436,1.9,0,0,,0,0,0,,0,9,,,2334,91.8,91.85,27,27,0,0.10000000000000853,6.43,100,151,122,149,298,316,289
27,606625,"Moronta, Reyes",641,4.2,0,0,,0,0,0,,0,8,,,2362,95.4,95.7,27,27,0,0.29999999999999716,6.41,108,152,120,148,299,317,290
26,519293,"Smith, Will",985,2.6,0,0,,0,0,0,,0,12,,,2158,92.2,91.9,26,26,0,-0.29999999999999716,6.23,105,150,119,142,304,327,291
26,544727,"Familia, Jeurys",817,3.2,0,0,,0,0,0,,0,13,,,2302,95.7,95.12,26,26,0,-0.6000000000000085,5.87,112,154,119,148,295,329,293
26,571578,"Corbin, Patrick",2623,1,0,0,,0,0,0,,0,6,,,2132,92.5,93.19,26,26,0,0.7000000000000028,6.72,103,154,121,141,304,319,295
26,456034,"Price, David",596,4.4,0,0,,0,0,0,,0,6,,,1914,92.7,92.38,26,26,0,-0.29999999999999716,6.02,109,153,122,147,301,316,290
25,642545,"Barría, Jaime",1123,2.2,0,0,,0,0,0,,0,10,,,2277,92.3,91.94,25,25,0,-0.3999999999999915,6.07,114,155,122,155,297,325,294
25,643338,"Green, Chad",241,10.4,0,0,,0,0,0,,0,10,,,2410,94.6,94.97,25,25,0,0.4000000000000057,6.69,110,157,120,150,300,328,291
25,621107,"Eflin, Zach",1194,2.1,0,0,,0,0,0,,0,10,,,2187,93.3,93.84,25,25,0,0.5,6.69,112,151,134,142,294,331,297
25,664294,"Moreta, Dauri",613,4.1,0,0,,0,0,0,,0,11,,,2244,96.1,96.2,25,25,0,0.10000000000000853,6.31,115,156,127,146,294,318,288
24,501381,"Pineda, Michael",731,3.3,0,0,,0,0,0,,0,8,,,1941,90.1,90.01,24,24,0,-0.09999999999999432,6.26,113,162,112,150,299,329,294
24,668868,"Thompson, Zack",575,4.2,0,0,,0,0,0,,0,6,,,2025,95.6,96.47,24,24,0,0.9000000000000057,6.75,113,153,119,149,302,319,298
24,676886,"Beasley, Jeremy",271,8.9,0,0,,0,0,0,,0,10,,,2450,95.5,95.45,24,24,0,0,6.32,105,150,130,149,287,318,297
24,607216,"Krehbiel, Joey",977,2.5,0,0,,0,0,0,,0,8,,,2199,94.4,94.19,24,24,0,-0.20000000000000284,6.21,109,155,110,148,296,321,295
24,656686,"Martin, Corbin",429,5.6,0,0,,0,0,0,,0,9,,,2276,94,93.91,24,24,0,-0.09999999999999432,6.36,110,155,129,148,308,320,299
24,656257,"Brigham, Jeff",419,5.7,0,0,,0,0,0,,0,7,,,2299,94.7,94.15,24,24,0,-0.5,6.09,114,154,116,150,297,314,291
23,543294,"Hendricks, Kyle",1347,1.7,0,0,,0,0,0,,0,8,,,2034,87.1,86.15,23,23,0,-1,5.67,110,152,117,164,300,321,296
23,617228,"Sawamura, Hirokazu",838,2.7,0,0,,0,0,0,,0,5,,,2075,96,96.04,23,23,0,0,6.3,113,154,119,151,292,329,296
23,663978,"Paddack, Chris",367,6.3,0,0,,0,0,0,,0,9,,,2178,92.9,93.66,23,23,0,0.7999999999999972,6.8,106,154,111,148,301,333,295
23,657508,"Baumann, Mike",580,4,0,0,,0,0,0,,0,5,,,2206,95.6,91.68,23,23,0,-3.8999999999999915,6.44,105,154,117,149,301,318,293
23,663752,"Morris, Cody",404,5.7,0,0,,0,0,0,,0,4,,,2557,94.7,95.18,23,23,0,0.5,6.5,106,150,116,146,300,309,286
23,657093,"Watkins, Spenser",1642,1.4,0,0,,0,0,0,,0,7,,,2254,91.4,91.51,23,23,0,0.09999999999999432,6.23,108,156,109,149,299,323,297
23,656353,"Davidson, Tucker",912,2.5,0,0,,0,0,0,,0,1,,,1994,93.4,93.38,23,23,0,0,6.28,105,153,118,146,301,324,290
22,592741,"Shreve, Chasen",474,4.6,0,0,,0,0,0,,0,6,,,2356,90.9,90.7,22,22,0,-0.20000000000000284,6.29,111,159,119,148,296,326,298
22,675921,"Howard, Spencer",692,3.2,0,0,,0,0,0,,0,8,,,2190,94.2,94.48,22,22,0,0.29999999999999716,6.5,112,155,120,147,302,323,295
22,650893,"Cabrera, Génesis",736,3,0,0,,0,0,0,,0,7,,,2270,96.5,96.39,22,22,0,-0.09999999999999432,6.29,112,154,115,147,293,318,298
22,657756,"Seabold, Connor",370,5.9,0,0,,0,0,0,,0,6,,,2083,92.2,91.45,22,22,0,-0.7000000000000028,6.02,106,154,114,148,294,329,295
22,661383,"Ortega, Oliver",567,3.9,0,0,,0,0,0,,0,12,,,2310,95.9,95.08,22,22,0,-0.8000000000000114,5.84,116,151,121,152,296,322,292
22,595345,"Okert, Steven",968,2.3,0,0,,0,0,0,,0,7,,,2233,93.9,93.62,22,22,0,-0.30000000000001137,6.33,109,151,121,151,299,324,299
22,542585,"Cisnero, José",430,5.1,0,0,,0,0,0,,0,9,,,2469,95.6,95.53,22,22,0,-0.09999999999999432,6.19,107,157,123,145,299,331,294
22,640444,"Crowe, Wil",1380,1.6,0,0,,0,0,0,,0,7,,,2501,95.4,95.67,22,22,0,0.29999999999999716,6.43,106,152,120,148,301,324,302
22,605242,"Fulmer, Michael",1043,2.1,0,0,,0,0,0,,0,6,,,2308,94.2,94.53,22,22,0,0.29999999999999716,6.52,112,157,116,149,300,329,296
22,669461,"Liberatore, Matthew",650,3.4,0,0,,0,0,0,,0,7,,,2125,94,94.35,22,22,0,0.29999999999999716,6.42,108,150,118,148,305,325,294
21,605288,"Houser, Adrian",1848,1.1,0,0,,0,0,0,,0,10,,,2230,94.8,95.09,21,21,0,0.29999999999999716,6.52,108,148,125,145,294,318,295
21,608716,"Steckenrider, Drew",286,7.3,0,0,,0,0,0,,0,5,,,2291,94.3,93.75,21,21,0,-0.5,6.09,103,149,117,145,301,318,294
21,656557,"Houck, Tanner",918,2.3,0,0,,0,0,0,,0,10,,,2137,95.1,94.94,21,21,0,-0.19999999999998863,6.23,116,155,117,152,292,328,295
21,605130,"Barlow, Scott",1198,1.8,0,0,,0,0,0,,0,6,,,2427,93.9,95.01,21,21,0,1.0999999999999943,6.75,114,154,119,146,310,326,304
21,666818,"Frías, Luis",356,5.9,0,0,,0,0,0,,0,5,,,2224,97.2,96.7,21,21,0,-0.5,6.21,109,149,122,145,297,320,293
21,446321,"Detwiler, Ross",471,4.5,0,0,,0,0,0,,0,9,,,2244,92.3,90.75,21,21,0,-1.5,5.49,104,150,119,146,292,319,287
21,663574,"Santillan, Tony",408,5.1,0,0,,0,0,0,,0,8,,,2223,96.8,96.28,21,21,0,-0.5,6.06,101,148,122,144,291,316,288
21,676050,"Naughton, Packy",562,3.7,0,0,,0,0,0,,0,11,,,2068,93.2,92.62,21,21,0,-0.6000000000000085,5.9,111,156,122,150,297,323,301
21,605525,"Wendelken, J.B.",488,4.3,0,0,,0,0,0,,0,6,,,2427,95,94.71,21,21,0,-0.29999999999999716,6.25,108,151,124,147,302,322,295
21,643493,"Pruitt, Austin",809,2.6,0,0,,0,0,0,,0,9,,,2256,91.4,90.5,21,21,0,-0.9000000000000057,5.7,112,152,122,148,301,323,294
20,607455,"Banda, Anthony",551,3.6,0,0,,0,0,0,,0,7,,,2150,95.3,95.02,20,20,0,-0.29999999999999716,6.21,104,149,116,146,302,322,297
20,607237,"Garrett, Amir",804,2.5,0,0,,0,0,0,,0,8,,,2255,94.7,94.69,20,20,0,0,6.29,104,151,111,145,308,326,301
20,608665,"Graveman, Kendall",1035,1.9,0,0,,0,0,0,,0,11,,,2390,96.8,96.68,20,20,0,-0.09999999999999432,6.22,108,149,113,146,294,325,298
20,621111,"Buehler, Walker",1046,1.9,0,0,,0,0,0,,0,5,,,2278,95.1,95.41,20,20,0,0.30000000000001137,6.47,107,153,116,149,296,314,293
20,650382,"Hernandez, Darwinzon",182,11,0,0,,0,0,0,,0,6,,,2355,94.3,90.89,20,20,0,-3.3999999999999915,6.94,118,155,121,150,293,328,294
20,663465,"Allard, Kolby",299,6.7,0,0,,0,0,0,,0,7,,,2124,91,90.75,20,20,0,-0.20000000000000284,6.26,111,152,117,148,303,326,293
20,666214,"Wentz, Joey",555,3.6,0,0,,0,0,0,,0,8,,,2284,93,92.82,20,20,0,-0.20000000000000284,6.23,102,152,110,149,300,328,293
20,593334,"Germán, Domingo",1081,1.9,0,0,,0,0,0,,0,4,,,2565,93,92.33,20,20,0,-0.7000000000000028,6.03,111,164,124,150,289,327,289
20,656464,"Ginkel, Kevin",479,4.2,0,0,,0,0,0,,0,6,,,2355,96.5,97.31,20,20,0,0.7999999999999972,6.87,110,148,115,148,300,321,297
20,605521,"Warren, Art",655,3.1,0,0,,0,0,0,,0,7,,,2272,93.4,93.73,20,20,0,0.29999999999999716,6.4,107,146,117,143,291,319,290
20,659275,"Lamet, Dinelson",583,3.4,0,0,,0,0,0,,0,3,,,2446,95.6,95.16,20,20,0,-0.3999999999999915,5.99,111,153,125,147,300,328,301
19,623485,"Goudeau, Ashton",375,5.1,0,0,,0,0,0,,0,4,,,2076,92.9,93.32,19,19,0,0.3999999999999915,6.42,104,149,122,145,305,328,302
19,669145,"Zimmermann, Bruce",1130,1.7,0,0,,0,0,0,,0,4,,,2328,90.8,90.4,19,19,0,-0.3999999999999915,6.08,112,157,117,151,303,320,299
19,661269,"Gutierrez, Vladimir",684,2.8,0,0,,0,0,0,,0,6,,,2157,93.6,93.98,19,19,0,0.4000000000000057,6.4,118,153,120,146,292,318,290
19,592804,"Thornburg, Tyler",362,5.2,0,0,,0,0,0,,0,6,,,2451,93.9,88.76,19,19,0,-5.1000000000000085,6.26,106,152,113,148,301,329,287
19,641871,"Middleton, Keynan",241,7.9,0,0,,0,0,0,,0,5,,,2357,95,95.31,19,19,0,0.29999999999999716,6.72,101,151,121,147,301,319,294
19,502043,"Gibson, Kyle",2739,0.7,0,0,,0,0,0,,0,4,,,2287,92.1,92.86,19,19,0,0.8000000000000114,6.73,107,150,117,148,302,331,293
19,642203,"Widener, Taylor",329,5.8,0,0,,0,0,0,,0,7,,,2236,94,94.56,19,19,0,0.5999999999999943,6.67,108,151,124,148,297,319,293
19,623465,"Phillips, Evan",923,2.1,0,0,,0,0,0,,0,11,,,2330,96.4,96.84,19,19,0,0.3999999999999915,6.5,114,156,117,150,297,317,291
18,669160,"May, Dustin",474,3.8,0,0,,0,0,0,,0,7,,,2389,98.4,98.86,18,18,0,0.5,6.59,119,160,119,151,291,314,301
18,664948,"Misiewicz, Anthony",465,3.9,0,0,,0,0,0,,0,8,,,2133,93.3,92.66,18,18,0,-0.5999999999999943,5.84,108,151,118,148,293,321,291
18,643410,"Leiter Jr., Mark",1086,1.7,0,0,,0,0,0,,0,3,,,1926,90.9,91.66,18,18,0,0.7999999999999972,6.63,102,156,121,153,304,323,298
18,668665,"Nogosek, Stephen",377,4.8,0,0,,0,0,0,,0,9,,,2300,95.3,94.99,18,18,0,-0.29999999999999716,6.33,103,151,121,150,296,326,295
18,663423,"Thornton, Trent",664,2.7,0,0,,0,0,0,,0,6,,,2446,94.2,93.94,18,18,0,-0.29999999999999716,6.16,110,150,124,147,298,316,289
18,657240,"Merryweather, Julian",417,4.3,0,0,,0,0,0,,0,3,,,2284,97.1,97.35,18,18,0,0.30000000000001137,6.59,104,150,123,150,300,322,293
18,680704,"Sandlin, Nick",740,2.4,0,0,,0,0,0,,0,9,,,2319,93.5,94.02,18,18,0,0.5,6.58,112,151,117,150,299,316,287
17,669084,"Hall, DL",269,6.3,0,0,,0,0,0,,0,6,,,2300,96.7,97.45,17,17,0,0.7000000000000028,6.84,108,150,117,148,304,317,290
17,669194,"Nelson, Ryne",253,6.7,0,0,,0,0,0,,0,5,,,2221,95.4,95.82,17,17,0,0.3999999999999915,6.66,114,151,123,151,293,320,295
17,657770,"Stout, Eric",450,3.8,0,0,,0,0,0,,0,6,,,2300,92.3,91.35,17,17,0,-0.8999999999999915,5.82,110,153,120,151,297,322,290
17,592717,"Sanchez, Aaron",1006,1.7,0,0,,0,0,0,,0,2,,,2194,93.1,94.14,17,17,0,1,6.88,119,162,112,151,295,322,287
17,573186,"Stroman, Marcus",2181,0.8,0,0,,0,0,0,,0,5,,,2380,92.4,91.92,17,17,0,-0.5,5.85,104,151,118,154,297,316,296
17,665795,"Cabrera, Edward",1215,1.4,0,0,,0,0,0,,0,8,,,2318,96.2,96.48,17,17,0,0.29999999999999716,6.49,109,156,118,151,298,320,292
17,642130,"Taylor, Blake",305,5.6,0,0,,0,0,0,,0,3,,,2374,92.8,93.48,17,17,0,0.7000000000000028,6.62,116,148,116,147,291,323,295
17,666142,"Ragans, Cole",706,2.4,0,0,,0,0,0,,0,7,,,2432,92.6,91.82,17,17,0,-0.7999999999999972,6.04,104,151,116,145,301,326,294
17,656803,"Norwood, James",370,4.6,0,0,,0,0,0,,0,6,,,2161,96.8,96.88,17,17,0,0.10000000000000853,6.49,109,149,127,137,296,328,294
17,621295,"Wittgren, Nick",481,3.5,0,0,,0,0,0,,0,6,,,2040,91.3,92.24,17,17,0,0.9000000000000057,6.95,108,149,115,144,303,326,299
17,661527,"Martinez, Seth",592,2.9,0,0,,0,0,0,,0,6,,,2224,92.2,93.07,17,17,0,0.8999999999999915,6.87,115,153,119,148,295,323,291
17,543272,"Hand, Brad",817,2.1,0,0,,0,0,0,,0,6,,,2354,92.4,91.05,17,17,0,-1.4000000000000057,5.63,106,151,120,142,298,324,290
17,686973,"Varland, Louie",411,4.1,0,0,,0,0,0,,0,6,,,2201,93.7,94.34,17,17,0,0.5999999999999943,6.76,113,158,118,151,290,322,285
16,681217,"Silseth, Chase",501,3.2,0,0,,0,0,0,,0,4,,,2328,95.6,94.89,16,16,0,-0.6999999999999886,5.94,114,153,115,152,297,321,291
16,669618,"Barlow, Joe",554,2.9,0,0,,0,0,0,,0,7,,,2387,94.9,94.42,16,16,0,-0.5,6.14,109,151,112,149,299,322,294
16,665871,"Assad, Javier",690,2.3,0,0,,0,0,0,,0,5,,,2192,92.6,92.97,16,16,0,0.4000000000000057,6.51,113,150,112,153,295,317,291
16,547001,"Poteet, Cody",448,3.6,0,0,,0,0,0,,0,7,,,2330,95,94.32,16,16,0,-0.7000000000000028,5.95,110,151,120,151,296,313,296
16,663378,"Szapucki, Thomas",291,5.5,0,0,,0,0,0,,0,6,,,2156,96,96.26,16,16,0,0.29999999999999716,6.4,115,151,114,152,294,324,302
16,664076,"Cleavinger, Garrett",347,4.6,0,0,,0,0,0,,0,10,,,2299,96.3,95.84,16,16,0,-0.5,6.18,100,156,121,148,302,322,294
16,678394,"Bello, Brayan",997,1.6,0,0,,0,0,0,,0,8,,,2236,97,97.14,16,16,0,0.09999999999999432,6.39,106,151,120,151,291,327,295
16,572193,"Tepera, Ryan",892,1.8,0,0,,0,0,0,,0,3,,,2183,92.3,92.38,16,16,0,0.10000000000000853,6.39,109,153,113,157,293,323,296
15,669713,"Wesneski, Hayden",495,3,0,0,,0,0,0,,0,6,,,2179,93.4,94.17,15,15,0,0.7999999999999972,6.75,111,157,121,149,302,319,293
15,519151,"Pressly, Ryan",711,2.1,0,0,,0,0,0,,0,6,,,2539,94.6,94.52,15,15,0,-0.09999999999999432,6.3,120,162,114,151,295,323,295
15,628708,"Marte, Yunior",856,1.8,0,0,,0,0,0,,0,8,,,2421,97.9,97.76,15,15,0,-0.10000000000000853,6.28,111,157,121,149,291,323,300
15,665645,"Castro, Kervin",239,6.3,0,0,,0,0,0,,0,1,,,2327,92.2,55.68,15,15,0,-36.5,6.9,105,150,120,144,303,317,286
15,425794,"Wainwright, Adam",3133,0.5,0,0,,0,0,0,,0,6,,,2237,88.2,88.81,15,15,0,0.5999999999999943,6.51,118,157,115,152,297,322,302
15,621112,"Blackburn, Paul",1762,0.9,0,0,,0,0,0,,0,11,,,2161,91.8,91.97,15,15,0,0.20000000000000284,6.35,110,150,121,145,294,317,298
15,545343,"Head, Louis",546,2.7,0,0,,0,0,0,,0,6,,,2194,94.1,93.87,15,15,0,-0.19999999999998863,6.15,107,156,123,151,304,319,297
14,669912,"Snead, Kirby",780,1.8,0,0,,0,0,0,,0,9,,,2505,93.9,93.58,14,14,0,-0.30000000000001137,6.22,102,149,117,146,303,323,289
14,660730,"Rodriguez, Elvin",534,2.6,0,0,,0,0,0,,0,6,,,2418,93,93.05,14,14,0,0,6.46,116,162,123,150,301,330,295
14,605177,"Chafin, Andrew",899,1.6,0,0,,0,0,0,,0,6,,,2114,91.9,92.26,14,14,0,0.3999999999999915,6.52,106,159,111,147,296,328,294
14,656887,"Reid-Foley, Sean",196,7.1,0,0,,0,0,0,,0,2,,,2277,96,96.91,14,14,0,0.9000000000000057,6.83,120,154,118,149,296,329,306
14,686613,"Brown, Hunter",309,4.5,0,0,,0,0,0,,0,4,,,2243,96.7,97.04,14,14,0,0.29999999999999716,6.56,120,158,114,153,287,325,294
14,572070,"Richards, Garrett",708,2,0,0,,0,0,0,,0,1,,,2306,94.2,93.98,14,14,0,-0.20000000000000284,6.09,112,154,117,150,300,325,295
14,605151,"Bradley, Archie",305,4.6,0,0,,0,0,0,,0,4,,,2143,93.7,93.7,14,14,0,0,6.46,115,151,118,172,296,327,297
14,669093,"Estrada, Jeremiah",117,12,0,0,,0,0,0,,0,4,,,2292,97,97.14,14,14,0,0.09999999999999432,6.59,109,152,114,150,305,321,289
14,622503,"Crismatt, Nabil",1062,1.3,0,0,,0,0,0,,0,5,,,2101,90.8,92.02,14,14,0,1.2000000000000028,7.06,114,161,127,149,301,323,301
13,493603,"Ottavino, Adam",1057,1.2,0,0,,0,0,0,,0,5,,,2400,94.3,95.22,13,13,0,0.9000000000000057,6.83,115,156,122,147,298,322,297
13,596071,"Peters, Dillon",634,2.1,0,0,,0,0,0,,0,6,,,2311,92.9,92.8,13,13,0,-0.10000000000000853,6.25,110,159,128,151,305,323,300
13,670990,"Ramirez, Yohan",620,2.1,0,0,,0,0,0,,0,3,,,2261,93.7,94.65,13,13,0,0.8999999999999915,6.9,105,145,108,143,292,316,291
13,667297,"Nance, Tommy",751,1.7,0,0,,0,0,0,,0,6,,,2378,93.8,93.85,13,13,0,0,6.33,109,154,131,150,290,318,294
13,595881,"Beede, Tyler",1072,1.2,0,0,,0,0,0,,0,4,,,2082,95.8,96.14,13,13,0,0.29999999999999716,6.48,110,149,113,150,297,323,299
13,657277,"Webb, Logan",3006,0.4,0,0,,0,0,0,,0,7,,,2073,92.3,93.23,13,13,0,0.9000000000000057,6.71,114,150,126,151,291,322,303
13,676194,"Tetreault, Jackson",365,3.6,0,0,,0,0,0,,0,4,,,2015,95.1,96.56,13,13,0,1.5,7.12,111,154,120,149,305,329,306
13,643290,"Dunn, Justin",540,2.4,0,0,,0,0,0,,0,5,,,2173,92.2,64.38,13,13,0,-27.799999999999997,6.67,114,149,118,148,297,324,290
13,643316,"Fry, Paul",232,5.6,0,0,,0,0,0,,0,4,,,2313,91.8,91.58,13,13,0,-0.20000000000000284,6.14,110,156,123,147,304,322,297
13,656986,"Sousa, Bennett",365,3.6,0,0,,0,0,0,,0,1,,,2078,94.2,93.95,13,13,0,-0.20000000000000284,6.18,109,154,104,150,300,328,303
13,675627,"Grove, Michael",472,2.8,0,0,,0,0,0,,0,5,,,2228,94.7,95.25,13,13,0,0.5999999999999943,6.55,113,155,117,150,303,320,297
13,502624,"Anderson, Chase",493,2.6,0,0,,0,0,0,,0,6,,,2213,91.9,91.35,13,13,0,-0.6000000000000085,5.91,105,157,121,148,293,318,290
13,663765,"Woodford, Jake",697,1.9,0,0,,0,0,0,,0,3,,,2192,92.2,92.62,13,13,0,0.3999999999999915,6.47,103,151,116,149,297,323,296
13,544365,"Bañuelos, Manny",718,1.8,0,0,,0,0,0,,0,6,,,2086,93.9,94.16,13,13,0,0.29999999999999716,6.5,114,150,122,151,297,320,287
12,669358,"Baz, Shane",444,2.7,0,0,,0,0,0,,0,6,,,2461,97.3,97.66,12,12,0,0.4000000000000057,6.62,111,167,118,150,295,326,301
12,570632,"Ureña, José",1622,0.7,0,0,,0,0,0,,0,7,,,2169,95.9,96,12,12,0,0.09999999999999432,6.24,114,153,129,147,307,328,303
12,570666,"Cessa, Luis",1235,1,0,0,,0,0,0,,0,3,,,2323,93.8,92.91,12,12,0,-0.8999999999999915,5.64,116,157,117,149,294,320,294
12,573668,"Minaya, Juan",174,6.9,0,0,,0,0,0,,0,2,,,2177,93.9,94.55,12,12,0,0.7000000000000028,6.67,115,159,114,149,302,334,289
12,686753,"Jameson, Drey",369,3.3,0,0,,0,0,0,,0,4,,,2258,96,94.68,12,12,0,-1.2999999999999972,5.73,112,151,120,151,301,324,292
12,672715,"Patiño, Luis",388,3.1,0,0,,0,0,0,,0,3,,,2283,95.3,96,12,12,0,0.7000000000000028,6.75,106,155,111,152,304,331,301
12,501925,"Smith, Joe",450,2.7,0,0,,0,0,0,,0,6,,,2050,85.8,86.08,12,12,0,0.29999999999999716,6.67,103,146,111,145,296,331,291
12,670174,"Winckowski, Josh",1194,1,0,0,,0,0,0,,0,5,,,2224,94,94.33,12,12,0,0.29999999999999716,6.51,116,160,123,153,290,327,295
12,664161,"Swarmer, Matt",657,1.8,0,0,,0,0,0,,0,4,,,1959,90.6,90.6,12,12,0,0,6.18,110,151,114,162,297,328,299
12,657272,"Uelmen, Erich",463,2.6,0,0,,0,0,0,,0,7,,,2149,93.9,86.95,12,12,0,-6.900000000000006,6.75,110,152,121,158,296,315,286
11,669459,"Nelson, Kyle",593,1.9,0,0,,0,0,0,,0,3,,,2226,92.1,91.67,11,11,0,-0.3999999999999915,5.99,111,153,127,146,300,319,301
11,657424,"Gage, Matt",187,5.9,0,0,,0,0,0,,0,5,,,2139,93.6,93.32,11,11,0,-0.29999999999999716,6.23,118,155,129,151,291,318,296
11,572955,"Johnson, Pierce",280,3.9,0,0,,0,0,0,,0,3,,,2190,94.7,93.5,11,11,0,-1.2000000000000028,5.79,110,156,130,151,295,321,301
11,657376,"Schmidt, Clarke",930,1.2,0,0,,0,0,0,,0,3,,,2505,94.4,94.32,11,11,0,-0.10000000000000853,6.14,114,156,110,152,290,325,291
11,642028,"Rogers, Josh",419,2.6,0,0,,0,0,0,,0,2,,,2061,90.1,89.87,11,11,0,-0.19999999999998863,6.18,109,152,116,144,308,329,296
11,682847,"Ortiz, Luis",275,4,0,0,,0,0,0,,0,5,,,2373,98.6,98.84,11,11,0,0.20000000000000284,6.46,102,153,120,147,295,320,289
11,621249,"Underwood Jr., Duane",1004,1.1,0,0,,0,0,0,,0,3,,,2271,96.2,96.5,11,11,0,0.29999999999999716,6.53,109,148,113,151,299,324,303
11,663804,"Kowar, Jackson",311,3.5,0,0,,0,0,0,,0,2,,,2247,95.9,95.75,11,11,0,-0.20000000000000284,6.24,106,161,119,146,301,322,298
11,572403,"VerHagen, Drew",419,2.6,0,0,,0,0,0,,0,2,,,2361,94.4,94.09,11,11,0,-0.30000000000001137,6.2,108,152,117,147,293,321,302
11,660813,"Graterol, Brusdar",675,1.6,0,0,,0,0,0,,0,5,,,2112,99.2,98.64,11,11,0,-0.6000000000000085,5.92,113,147,135,145,286,318,299
11,661563,"Gil, Luis",83,13.3,0,0,,0,0,0,,0,1,,,2507,96.8,97.71,11,11,0,0.9000000000000057,6.88,107,147,117,144,298,330,290
11,664202,"Cyr, Tyler",224,4.9,0,0,,0,0,0,,0,5,,,2174,94,95.59,11,11,0,1.5999999999999943,7.13,120,157,127,152,301,321,298
11,672911,"Cruz, Jesus",163,6.7,0,0,,0,0,0,,0,3,,,2172,94.9,94.33,11,11,0,-0.6000000000000085,6.08,114,153,128,144,300,328,300
11,667498,"Dugger, Robert",284,3.9,0,0,,0,0,0,,0,9,,,2084,89.8,89.55,11,11,0,-0.20000000000000284,6.15,105,146,122,144,297,320,289
10,665896,"Marte, Jose",265,3.8,0,0,,0,0,0,,0,2,,,2334,96.1,97.22,10,10,0,1.1000000000000085,6.99,117,160,127,154,297,325,294
10,541640,"Ramírez, Erasmo",1222,0.8,0,0,,0,0,0,,0,8,,,2167,93.5,93.71,10,10,0,0.20000000000000284,6.43,105,152,124,145,299,309,295
10,572125,"Selman, Sam",295,3.4,0,0,,0,0,0,,0,3,,,2182,89.4,90.1,10,10,0,0.6999999999999886,6.54,115,152,122,151,297,320,295
10,623211,"Brazoban, Huascar",631,1.6,0,0,,0,0,0,,0,4,,,2246,97.5,96.73,10,10,0,-0.7999999999999972,5.87,107,153,116,146,297,319,287
10,434671,"Sánchez, Aníbal",1232,0.8,0,0,,0,0,0,,0,1,,,2067,90.3,90.43,10,10,0,0.10000000000000853,6.29,119,157,128,149,299,317,299
10,666204,"Jiménez, Dany",539,1.9,0,0,,0,0,0,,0,5,,,2212,94.5,93.63,10,10,0,-0.8000000000000114,5.87,111,158,123,146,299,322,299
10,656457,"Gilbert, Tyler",564,1.8,0,0,,0,0,0,,0,4,,,2055,90.2,89.42,10,10,0,-0.7999999999999972,5.92,114,151,121,148,305,321,300
10,663629,"Small, Ethan",132,7.6,0,0,,0,0,0,,0,4,,,2233,91.9,92.75,10,10,0,0.8999999999999915,6.77,105,150,120,147,301,324,307
10,666205,"Muller, Kyle",233,4.3,0,0,,0,0,0,,0,4,,,2383,94,94.56,10,10,0,0.5999999999999943,6.57,115,153,120,149,312,320,293
10,676641,"Sulser, Beau",360,2.8,0,0,,0,0,0,,0,5,,,2380,93.6,93.39,10,10,0,-0.19999999999998863,6.41,109,158,121,150,300,320,293
10,642701,"Santana, Dennis",991,1,0,0,,0,0,0,,0,6,,,2474,97.5,96.58,10,10,0,-0.9000000000000057,5.87,112,154,122,148,298,321,299
9,592848,"Weiss, Zack",209,4.3,0,0,,0,0,0,,0,1,,,2485,94.8,94.47,9,9,0,-0.29999999999999716,6.16,111,156,129,150,298,322,287
9,676831,"Whitley, Kodi",272,3.3,0,0,,0,0,0,,0,5,,,2258,93.7,93.64,9,9,0,-0.10000000000000853,6.33,117,159,122,150,299,326,299
9,644364,"Arano, Víctor",678,1.3,0,0,,0,0,0,,0,5,,,2286,94.6,94.2,9,9,0,-0.3999999999999915,6.29,109,151,118,140,299,311,292
9,668338,"Miller, Tyson",228,3.9,0,0,,0,0,0,,0,1,,,2059,90.3,91.76,9,9,0,1.5,7.14,108,146,114,139,300,315,286
9,665665,"Sanmartin, Reiver",1031,0.9,0,0,,0,0,0,,0,2,,,2119,90.8,90.86,9,9,0,0.10000000000000853,6.38,115,154,126,146,297,319,291
